id,keyword,volume,position,estimated_visits,cpc,paid_difficulty,seo_difficulty,ranking_url,city,state,country,region,url_location,area,category,business_category,product_category,source,url_keyword,unknown_col,remaining_url_keywords,priority
4652,sandy's chocolate lab,18100,21,77,$0.46,3,19,https://www.mappls.com/9iekp7,,,,,,,,,,mappls.com,,,9iekp7,1
4653,sachin gidc,33100,15,164,$0,5,29,https://www.mappls.com/60tawp,,,,,,,,,,mappls.com,,,60tawp,1
4654,s p verma road patna,18100,9,611,$0.16,8,17,https://www.mappls.com/direction-from--to-saket+tower+sp+verma+road,,,,,,,,,,,,,,1
4655,rourkela location,14800,105,38,$1.93,1,21,https://www.mappls.com/place-rourkela+bus+stand-udit+nagar-rourkela-odisha-769012-1a76tf@zdata=MjIuMjI2MjE1Kzg0Ljg2NjgyNisxNysxYTc2dGYrK25yed,,Odisha,India,East,,,,,,mappls.com,rourkela,,place bus stand udit nagar rourkela 769012 1a76tf zdata mjiumji2mje1kzg0ljg2njgynisxnysxytc2dgyrk25yed,1
4656,regal square,18100,73,38,$0.16,7,19,https://www.mappls.com/dbeb4a,,,,,,,,,,mappls.com,,,dbeb4a,1
4657,william fort,22200,55,38,$0,1,24,https://www.mappls.com/a54s5s,,,,,,,,,,mappls.com,,,a54s5s,1
4658,vijay nagar indore,18100,37,38,$0.15,1,27,https://www.mappls.com/ljvxaz,,,,,,,,,,mappls.com,,,ljvxaz,1
4659,vfs global visa application centre india chennai,12100,19,77,$0,1,20,https://www.mappls.com/y6k5vz,,,,,,,,,,mappls.com,,,y6k5vz,1
4660,tiruchirappalli railway junction,18100,23,77,$0.04,1,29,https://www.mappls.com/dsf33a,,,,,,,,,,mappls.com,,,dsf33a,1
4661,palakkad priyadarshini theatre,18100,9,271,$0.49,1,20,https://www.mappls.com/32xyq4,,,,,,,,,,mappls.com,,,32xyq4,1
4662,ncc gate,18100,10,356,$0.09,4,20,https://www.mappls.com/place-bhansaghar-111-ncc+gate-humayunpur+main+enclave-safdarjung-new+delhi-delhi-110029-LO3D3T@zdata=MjguNTYwNzQ4Kzc3LjE5MzcwMisxNytMTzNEM1QrK25yed,Delhi,Delhi,India,North,Delhi,,,,,mappls.com,ncc gate,,place bhansaghar 111 humayunpur main enclave safdarjung new 110029 lo3d3t zdata mjguntywnzq4kzc3lje5mzcwmisxnytmtznem1qrk25yed,1
4663,mysore infosys,18100,20,77,$0,1,24,https://www.mappls.com/47sae7,,,,,,,,,,mappls.com,,,47sae7,1
4664,midas hospital,18100,41,38,$0.30,5,25,https://www.mappls.com/muql6m,,,,,,,,,,mappls.com,,,muql6m,1
4665,map survey of india,40500,62,38,$0.04,1,33,https://www.mappls.com/,,,,,,,,,,mappls.com,,,,1
4666,sadhu vaswani chowk pune,18100,54,38,$0.17,5,18,https://www.mappls.com/place-sunrise-sadhu+vaswani+road-shanti+kunj+society-agarkar+nagar-pune+cantt+township-pune-maharashtra-411001-mymn8k@zdata=MTguNTIyOTk4KzczLjg3NjU2MisxNytteW1uOGsrKw==ed,Pune,Maharashtra,India,West,Pune,,,,,mappls.com,sadhu vaswani,,place sunrise road shanti kunj society agarkar nagar cantt township 411001 mymn8k zdata mtguntiyotk4kzczljg3nju2misxnyttew1uogsrkw ed,1
4667,rto office in indore,14800,23,43,$0.20,5,16,https://www.mappls.com/61te2s,,,,,,,,,,mappls.com,,,61te2s,1
4668,red rose market,18100,20,135,$0.14,1,38,https://www.mappls.com/l8ofjn,,,,,,,,,,mappls.com,,,l8ofjn,1
4669,reay road mumbai,18100,29,39,$0,4,20,https://www.mappls.com/place-reay+road+railway+station-barrister+nath+pai+marg-cotton+green-mumbai-maharashtra-400033-57KU82@zdata=MTguOTc3ODgzKzcyLjg0Mzk4KzE3KzU3S1U4MisrbnI=ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,reay road,,place railway station barrister nath pai marg cotton green 400033 57ku82 zdata mtguotc3odgzkzcyljg0mzk4kze3kzu3s1u4misrbni ed,1
31,vashi,450000,111,1155,$0.11,5,62,https://magicpin.in/Navi-Mumbai/Turbhe/Electronics/Vashi-Integrated-Solutions-Limited/store/774c31/,Navi Mumbai,,,,Navi Mumbai,,,,,magicpin.in,vashi,,turbhe electronics integrated solutions limited store 774c31,1
4670,rbi headquarters,18100,52,38,$0,1,23,https://www.mappls.com/place-reserve+bank+of+india-head+office+branch-central+west-opposite+railway+station-mumbai-maharashtra-400008-E3H6LY@zdata=MTguOTcwMTIrNzIuODIxNTc5KzE3K0UzSDZMWSsrbnI=ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,,,place reserve bank head office branch opposite railway station 400008 e3h6ly zdata mtguotcwmtirnziuodixntc5kze3k0uzsdzmwssrbni ed,1
4671,raj spanish cafe kolkata,12100,23,77,$0.08,3,21,https://www.mappls.com/vrui4d,,,,,,,,,,mappls.com,,,vrui4d,1
4672,raichur station,18100,68,38,$0.14,2,29,https://www.mappls.com/place-raichur+railway+station+bus+stop-station+road-uday+nagar-raichur-karnataka-584101-EIM478@zdata=MTYuMTkxODU4Kzc3LjM0MDcxOSsxNytFSU00NzgrK25yed,,Karnataka,India,South,,,,,,mappls.com,raichur station,,place railway bus stop station road uday nagar raichur 584101 eim478 zdata mtyumtkxodu4kzc3ljm0mdcxossxnytfsu00nzgrk25yed,1
4673,radisson blu plaza new delhi airport,18100,26,41,$0.47,53,39,https://www.mappls.com/9zcn97,,,,,,,,,,mappls.com,,,9zcn97,1
4674,power house road,18100,21,77,$0.11,2,19,https://www.mappls.com/ft0e2m,,,,,,,,,,mappls.com,,,ft0e2m,1
4675,pin code of noida sector 62,18100,25,38,$0.02,2,11,https://www.mappls.com/3aa8c5,,,,,,,,,,mappls.com,,,3aa8c5,1
4676,state museum bhubaneswar,18100,39,38,$0,3,19,https://www.mappls.com/d4d7ba,,,,,,,,,,mappls.com,,,d4d7ba,1
4677,social kitchen,12100,19,135,$0.17,4,46,https://www.mappls.com/zr951y,,,,,,,,,,mappls.com,,,zr951y,1
4678,shriram nagar,14800,9,611,$0.17,2,21,https://www.mappls.com/d58ba2,,,,,,,,,,mappls.com,,,d58ba2,1
4679,sector 63 a noida,18100,21,59,$0.15,7,18,https://www.mappls.com/vlvlwv,,,,,,,,,,mappls.com,,,vlvlwv,1
4680,toilets nearby,18100,4,5502,$0.06,1,15,https://www.mappls.com/search-near-Pay%20and%20Use%20Toilet@zdata=ODguMTQyMTU2LDI0Ljk5NzA4Mg==,,,,,,,,,,mappls.com,,,pay use toilet zdata odgumtqymtu2ldi0ljk5nza4mg,1
4681,tenkasi junction,18100,18,77,$0.10,1,37,https://www.mappls.com/5b67f1,,,,,,,,,,mappls.com,,,5b67f1,1
4682,temple of belur,18100,42,38,$0.01,1,35,https://www.mappls.com/25ee8d,,,,,,,,,,mappls.com,,,25ee8d,1
4683,swiggy office near me,22200,13,271,$0.89,1,12,https://www.mappls.com/gpfshy,,,,,,,,,,mappls.com,,,gpfshy,1
4684,swastik hospitals,18100,30,38,$0.18,2,11,https://www.mappls.com/p5vd4p,,,,,,,,,,mappls.com,,,p5vd4p,1
4685,hotel india bhopal,18100,15,135,$0.31,87,20,https://www.mappls.com/place-hotel+india-indian+coffee+house+building-new+market+tt+nagar-bhopal-madhya+pradesh-462003-4IT88S@zdata=MjMuMjM0ODc1Kzc3LjQwMTc0NCsxNys0SVQ4OFMrK25yed,Bhopal,,India,,Bhopal,,Hotel,Accommodation,Accommodation,mappls.com,,,place indian coffee house building new market tt nagar madhya pradesh 462003 4it88s zdata mjmumjm0odc1kzc3ljqwmtc0ncsxnys0svq4ofmrk25yed,1
4686,gopi nath market,18100,9,1192,$0,1,19,https://www.mappls.com/place-gopinath+bazaar-gopinath+bazar-delhi+cantt+residential+township-new+delhi-delhi-110010-BZLG6N@zdata=MjguNTk2NzMzKzc3LjEzMzU3NCsxNytCWkxHNk4rKw==ed,Delhi,Delhi,India,North,Delhi,,,,,mappls.com,,,place gopinath bazaar gopinath bazar cantt residential township new 110010 bzlg6n zdata mjguntk2nzmzkzc3ljezmzu3ncsxnytcwkxhnk4rkw ed,1
4687,gopi nath bazar,9900,11,356,$0.08,4,19,https://www.mappls.com/place-gopinath+bazaar-gopinath+bazar-delhi+cantt+residential+township-new+delhi-delhi-110010-BZLG6N@zdata=MjguNTk2NzMzKzc3LjEzMzU3NCsxNytCWkxHNk4rKw==ed,Delhi,Delhi,India,North,Delhi,,,,,mappls.com,bazar,,place gopinath bazaar gopinath cantt residential township new 110010 bzlg6n zdata mjguntk2nzmzkzc3ljezmzu3ncsxnytcwkxhnk4rkw ed,1
4688,jln stadium metro,18100,40,38,$0.10,4,25,https://www.mappls.com/direction-from--to-jln,,,,,,,,,,,,,,1
4689,jewel chowk,18100,6,2932,$0.11,2,22,https://www.mappls.com/vz2o7r,,,,,,,,,,mappls.com,,,vz2o7r,1
4690,infosys in mysore,18100,19,92,$0.08,1,27,https://www.mappls.com/47sae7,,,,,,,,,,mappls.com,,,47sae7,1
4691,indore rto office,14800,27,38,$0,5,19,https://www.mappls.com/place-rto+office-rto+road-triveni+colony-indore-madhya+pradesh-452007-HB8UTE@zdata=MjIuNjk5ODg4Kzc1Ljg0NTIzNisxNytIQjhVVEUrK25yed,Indore,,,,Indore,,,,,mappls.com,rto office,,place rto road triveni colony madhya pradesh 452007 hb8ute zdata mjiunjk5odg4kzc1ljg0ntiznisxnytiqjhvveurk25yed,1
4692,india expo mart circle,18100,6,1761,$0.05,4,24,https://www.mappls.com/uhc61h,,,,,,,,,,mappls.com,,,uhc61h,1
4693,linghi chetty street chennai,9900,19,106,$0.34,2,22,https://www.mappls.com/place-orange+cell+point-no+1$118-linghi+chetty+street-parrys-george+town-chennai-tamil+nadu-600001-GZCSW1@zdata=MTMuMTAwMzg1KzgwLjI5MDg3OCsxNytHWkNTVzErK25yed,Chennai,,,,Chennai,,,,,mappls.com,linghi chetty street,,place orange cell point no 118 parrys george town tamil nadu 600001 gzcsw1 zdata mtmumtawmzg1kzgwlji5mdg3ocsxnythwkntvzerk25yed,1
4694,le meridien in jaipur,18100,49,38,$0.45,49,28,https://www.mappls.com/1176a5,,,,,,,,,,mappls.com,,,1176a5,1
4695,kota rajasthan railway station,18100,35,38,$0,1,11,https://www.mappls.com/77ftdc,,,,,,,,,,mappls.com,,,77ftdc,1
4696,dmc ludhiana,18100,15,135,$0.58,6,25,https://www.mappls.com/place-dayanand+medical+college+and+hospital-civil+lines-tagore+nagar-civil+lines-ludhiana-punjab-141001-3dee5b@zdata=MzAuOTE2NDYyKzc1LjgzNjEyNisxNyszZGVlNWIrK25yed,Ludhiana,Punjab,India,North,Ludhiana,,,,,mappls.com,,,place dayanand medical college hospital civil lines tagore nagar civil lines 141001 3dee5b zdata mzauote2ndyykzc1ljgznjeynisxnyszzgvlnwirk25yed,1
4697,dd cinemas,9900,17,106,$0.10,3,21,https://www.mappls.com/u8zbux,,,,,,,,,,mappls.com,,,u8zbux,1
4698,d mart nizampet,9900,7,611,$0.11,7,19,https://www.mappls.com/x0drh8,,,,,,,,,,mappls.com,,,x0drh8,1
4699,cts company chennai,18100,23,77,$0.05,1,19,https://www.mappls.com/tb17b6,,,,,,,,,,mappls.com,,,tb17b6,1
4700,cma royal convention & wedding hall,18100,24,43,$0,8,13,https://www.mappls.com/uz4ng5,,,,,,,,,,mappls.com,,,uz4ng5,1
4701,city gold ashram road ahmedabad,18100,26,38,$0.03,1,20,https://www.mappls.com/cf8d54,,,,,,,,,,mappls.com,,,cf8d54,1
4702,chandni chowk pune,14800,24,41,$0,3,18,https://www.mappls.com/bf6gud,,,,,,,,,,mappls.com,,,bf6gud,1
4703,car gps tracker system,18100,54,38,$0.07,94,41,https://www.mappls.com/store/,,,,,,,,,,mappls.com,,,store,1
4704,car finder gps,18100,56,38,$0.09,94,26,https://www.mappls.com/store/,,,,,,,,,,mappls.com,,,store,1
4705,bombay house,14800,26,48,$0,5,24,https://www.mappls.com/place-bombay+house-24-homi+mody+street-kala+ghoda-fort-mumbai-maharashtra-400001-sb2a72@zdata=MTguOTMxNTc2KzcyLjgzMjcxNisxNytzYjJhNzIrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,,,,,mappls.com,bombay house,,place 24 homi mody street kala ghoda fort 400001 sb2a72 zdata mtguotmxntc2kzcyljgzmjcxnisxnytzyjjhnzirkw ed,1
